temperature_2m,relative_humidity_2m,surface_pressure,precipitation,wind_speed_10m,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI,hour_sin,hour_cos,month_sin,month_cos
6.4,70,956.3,0.0,4.2,2024-01-07 04:00:00,30.3,47.8,1199.0,42.8,4.8,14.0,156,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
7.5,63,956.3,0.0,2.8,2024-01-07 05:00:00,21.4,34.1,1506.0,37.4,3.5,4.0,155,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
3.8,79,956.4,0.0,3.9,2024-01-07 06:00:00,21.4,34.6,1774.0,38.6,4.9,1.0,155,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
4.9,71,957.5,0.0,3.6,2024-01-07 07:00:00,28.3,44.5,2123.0,40.1,7.0,0.0,155,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
6.0,69,958.4,0.0,3.6,2024-01-07 08:00:00,40.6,61.9,2237.0,40.4,9.1,4.0,155,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
8.4,64,959.5,0.0,2.1,2024-01-07 09:00:00,46.8,71.5,1887.0,38.6,10.7,24.0,155,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
10.9,62,960.4,0.0,2.3,2024-01-07 10:00:00,44.1,69.4,1302.0,35.7,12.4,52.0,154,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
13.0,61,960.7,0.0,3.2,2024-01-07 11:00:00,39.5,67.1,854.0,32.6,15.2,77.0,154,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.6,60,959.9,0.0,3.9,2024-01-07 12:00:00,39.9,68.5,660.0,26.2,20.3,101.0,154,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.7,57,959.0,0.0,3.3,2024-01-07 13:00:00,42.8,72.4,603.0,19.7,26.4,123.0,153,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.2,56,958.4,0.0,3.3,2024-01-07 14:00:00,46.7,77.3,699.0,24.0,30.8,128.0,153,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.1,56,957.9,0.0,3.7,2024-01-07 15:00:00,52.4,85.0,1007.0,48.8,31.9,103.0,153,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.2,63,957.7,0.0,3.1,2024-01-07 16:00:00,62.9,98.0,1469.0,84.3,31.3,62.0,152,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
14.4,63,957.6,0.0,3.8,2024-01-07 17:00:00,75.0,114.6,1786.0,98.4,31.1,37.0,152,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
10.2,76,957.4,0.0,5.8,2024-01-07 18:00:00,90.3,136.9,2119.0,108.9,33.1,26.0,152,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
10.0,73,957.6,0.0,4.8,2024-01-07 19:00:00,100.4,151.8,2581.0,122.8,35.7,11.0,151,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
10.7,66,957.8,0.0,3.2,2024-01-07 20:00:00,107.8,162.1,2949.0,129.3,36.3,0.0,151,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
10.6,61,958.2,0.0,2.5,2024-01-07 21:00:00,111.1,165.3,3157.0,122.1,33.3,0.0,151,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
9.8,61,958.1,0.0,2.9,2024-01-07 22:00:00,106.9,157.9,3271.0,107.5,28.3,0.0,151,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
7.6,69,957.4,0.0,5.4,2024-01-07 23:00:00,96.2,142.0,3259.0,93.5,23.2,2.0,152,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
6.6,75,956.9,0.0,6.9,2024-01-08 00:00:00,80.6,119.2,3066.0,82.5,18.3,3.0,152,0.0,1.0,0.49999999999999994,0.8660254037844387
6.2,78,956.3,0.0,6.4,2024-01-08 01:00:00,65.2,97.6,2748.0,72.1,13.4,4.0,152,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
6.2,78,956.0,0.0,5.4,2024-01-08 02:00:00,52.7,79.6,2440.0,63.2,9.6,5.0,153,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
6.4,76,956.2,0.0,4.2,2024-01-08 03:00:00,43.1,65.9,2129.0,56.1,7.4,6.0,153,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
7.4,69,956.2,0.0,3.6,2024-01-08 04:00:00,35.3,52.9,1828.0,50.6,6.4,6.0,153,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
7.7,65,956.1,0.0,3.3,2024-01-08 05:00:00,34.1,52.0,1385.0,42.0,6.0,9.0,154,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
5.7,73,957.1,0.0,5.4,2024-01-08 06:00:00,30.9,47.6,1810.0,42.7,6.8,4.0,154,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
7.2,64,957.6,0.0,4.8,2024-01-08 07:00:00,36.6,55.8,2375.0,43.5,8.0,0.0,154,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
7.5,62,958.0,0.0,4.7,2024-01-08 08:00:00,47.8,70.5,2642.0,43.1,9.7,4.0,154,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
9.0,59,958.9,0.0,2.4,2024-01-08 09:00:00,56.9,85.2,2326.0,40.9,11.8,32.0,155,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
11.4,55,959.8,0.0,0.5,2024-01-08 10:00:00,57.2,88.2,1713.0,37.4,14.3,72.0,155,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
13.4,51,959.9,0.0,2.3,2024-01-08 11:00:00,55.4,89.4,1223.0,33.1,17.5,108.0,155,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.8,50,959.1,0.0,3.3,2024-01-08 12:00:00,55.8,90.3,992.0,24.4,22.1,138.0,156,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.8,49,958.3,0.0,2.6,2024-01-08 13:00:00,56.1,89.9,884.0,14.8,27.3,163.0,156,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.3,48,957.8,0.0,2.2,2024-01-08 14:00:00,57.5,91.0,907.0,15.4,30.8,170.0,157,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.3,48,957.5,0.0,3.2,2024-01-08 15:00:00,58.4,92.0,1079.0,34.2,31.1,146.0,157,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.3,71,957.5,0.0,2.3,2024-01-08 16:00:00,62.9,97.8,1382.0,63.2,29.7,104.0,157,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.8,65,957.0,0.0,6.1,2024-01-08 17:00:00,77.1,117.8,1622.0,81.6,27.2,62.0,157,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
9.6,83,957.0,0.0,6.0,2024-01-08 18:00:00,93.4,141.1,2112.0,98.1,30.3,44.0,157,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
9.5,84,956.8,0.0,5.0,2024-01-08 19:00:00,104.3,156.9,2786.0,120.6,34.4,19.0,157,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
9.0,86,956.9,0.0,4.1,2024-01-08 20:00:00,113.4,170.0,3276.0,135.0,36.8,1.0,157,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
9.1,85,957.5,0.0,5.4,2024-01-08 21:00:00,119.7,178.8,3425.0,134.4,36.3,0.0,158,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
8.2,88,957.4,0.0,6.1,2024-01-08 22:00:00,122.9,183.0,3390.0,125.8,34.1,3.0,158,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
7.6,87,957.1,0.0,5.8,2024-01-08 23:00:00,119.2,177.0,3281.0,115.7,30.7,7.0,158,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
6.8,88,957.0,0.0,5.4,2024-01-09 00:00:00,107.6,159.3,3107.0,105.8,25.5,7.0,159,0.0,1.0,0.49999999999999994,0.8660254037844387
6.6,88,956.8,0.0,5.6,2024-01-09 01:00:00,93.8,139.2,2859.0,94.5,19.1,7.0,160,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
6.8,85,956.8,0.0,5.6,2024-01-09 02:00:00,80.1,119.2,2612.0,83.8,13.9,7.0,161,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
6.8,82,956.6,0.0,5.5,2024-01-09 03:00:00,68.0,101.7,2351.0,73.2,10.7,8.0,162,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
6.2,81,955.9,0.0,5.6,2024-01-09 04:00:00,57.4,86.6,2092.0,63.2,8.8,9.0,162,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
5.6,79,955.7,0.0,7.7,2024-01-09 05:00:00,39.2,58.0,2124.0,48.8,6.1,6.0,163,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
8.1,68,957.8,0.0,0.5,2024-01-09 06:00:00,34.7,51.1,2259.0,52.8,7.8,2.0,163,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
8.1,66,958.3,0.0,1.5,2024-01-09 07:00:00,40.0,58.9,2426.0,57.9,10.1,0.0,163,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
7.3,69,958.9,0.0,1.1,2024-01-09 08:00:00,51.2,76.4,2414.0,59.0,12.1,6.0,163,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
7.8,74,960.2,0.0,2.4,2024-01-09 09:00:00,55.8,84.3,2051.0,52.5,13.1,35.0,163,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
10.1,71,960.7,0.0,1.5,2024-01-09 10:00:00,53.4,82.7,1508.0,41.9,13.8,76.0,163,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
12.5,64,960.8,0.0,2.2,2024-01-09 11:00:00,54.0,84.8,1090.0,32.7,14.9,113.0,163,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.1,60,960.0,0.0,3.8,2024-01-09 12:00:00,56.5,88.7,909.0,24.6,17.2,144.0,163,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.7,54,959.1,0.0,4.8,2024-01-09 13:00:00,56.0,87.5,853.0,17.8,19.9,172.0,163,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.5,51,958.6,0.0,6.1,2024-01-09 14:00:00,55.3,86.1,890.0,18.5,21.2,180.0,163,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.5,50,958.3,0.0,7.0,2024-01-09 15:00:00,54.8,85.0,1004.0,31.2,19.6,158.0,163,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.5,55,958.1,0.0,6.2,2024-01-09 16:00:00,56.9,86.4,1211.0,51.4,16.6,118.0,163,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
11.8,71,957.3,0.0,6.2,2024-01-09 17:00:00,73.1,109.9,1766.0,84.6,29.4,88.0,163,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
8.6,82,958.0,0.0,5.6,2024-01-09 18:00:00,87.8,130.9,2184.0,104.7,30.6,63.0,163,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
8.0,88,958.0,0.0,4.0,2024-01-09 19:00:00,97.8,144.8,2757.0,131.8,32.1,28.0,163,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
7.6,87,958.1,0.0,4.7,2024-01-09 20:00:00,102.4,150.9,3159.0,147.2,31.8,3.0,162,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
6.7,86,958.4,0.0,8.2,2024-01-09 21:00:00,101.0,148.1,3262.0,140.8,28.2,0.0,162,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
7.1,81,958.4,0.0,6.8,2024-01-09 22:00:00,94.3,137.8,3193.0,122.8,22.8,0.0,162,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
6.6,80,957.8,0.0,6.4,2024-01-09 23:00:00,83.6,122.5,3008.0,105.0,17.9,5.0,161,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
6.5,78,957.3,0.0,5.8,2024-01-10 00:00:00,70.5,103.8,2660.0,91.4,14.4,10.0,160,0.0,1.0,0.49999999999999994,0.8660254037844387
5.4,81,956.6,0.0,6.3,2024-01-10 01:00:00,59.8,88.7,2196.0,78.0,11.5,16.0,159,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
5.0,82,956.3,0.0,6.6,2024-01-10 02:00:00,52.4,77.8,1812.0,65.1,9.2,21.0,157,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
5.1,82,956.2,0.0,6.4,2024-01-10 03:00:00,47.0,70.1,1555.0,50.5,7.6,25.0,157,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
4.9,83,955.8,0.0,5.7,2024-01-10 04:00:00,42.8,64.0,1378.0,36.5,6.7,29.0,156,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
4.5,83,955.6,0.0,6.2,2024-01-10 05:00:00,32.5,47.5,1320.0,32.9,5.3,24.0,156,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
6.0,74,957.2,0.0,4.9,2024-01-10 06:00:00,32.5,48.9,1367.0,39.3,6.0,19.0,155,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
7.9,64,957.8,0.0,3.2,2024-01-10 07:00:00,34.6,52.2,1426.0,47.9,7.0,13.0,155,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
6.6,72,957.8,0.0,3.6,2024-01-10 08:00:00,38.6,57.9,1422.0,52.1,8.0,17.0,155,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
9.4,67,958.7,0.0,5.7,2024-01-10 09:00:00,41.4,62.2,1295.0,48.1,8.7,37.0,155,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
12.1,62,959.5,0.0,4.0,2024-01-10 10:00:00,44.7,66.8,1105.0,39.8,9.3,66.0,154,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
14.2,55,959.0,0.0,6.5,2024-01-10 11:00:00,43.0,66.6,959.0,32.0,10.2,95.0,154,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
16.0,49,958.0,0.0,10.0,2024-01-10 12:00:00,48.3,74.3,881.0,24.2,12.0,128.0,154,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
16.9,45,957.0,0.0,12.9,2024-01-10 13:00:00,52.9,80.6,847.0,16.9,14.1,161.0,154,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
17.3,45,956.2,0.0,13.0,2024-01-10 14:00:00,55.5,84.1,890.0,16.8,15.4,176.0,153,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
17.1,46,955.5,0.0,13.0,2024-01-10 15:00:00,56.5,85.0,1016.0,28.4,15.1,159.0,153,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.4,55,955.1,0.0,12.9,2024-01-10 16:00:00,57.7,85.9,1219.0,47.2,14.1,123.0,154,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.7,67,954.5,0.0,11.9,2024-01-10 17:00:00,61.7,90.3,1637.0,81.4,16.6,67.0,154,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
10.1,77,954.7,0.0,10.0,2024-01-10 18:00:00,75.7,110.1,2100.0,93.4,17.1,47.0,153,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
8.7,80,954.1,0.0,7.1,2024-01-10 19:00:00,82.7,120.1,2723.0,109.5,17.6,20.0,153,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
7.8,79,954.2,0.0,6.6,2024-01-10 20:00:00,82.9,120.1,3073.0,118.7,17.5,1.0,152,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
7.3,73,954.3,0.0,7.7,2024-01-10 21:00:00,77.1,112.0,2905.0,115.8,16.2,0.0,152,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
7.0,69,954.4,0.0,8.7,2024-01-10 22:00:00,70.1,102.2,2464.0,106.0,14.2,0.0,151,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
6.9,67,954.3,0.0,8.2,2024-01-10 23:00:00,62.6,91.5,2054.0,94.2,12.2,4.0,150,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
6.3,69,954.2,0.0,6.4,2024-01-11 00:00:00,53.2,78.0,1770.0,80.5,10.1,9.0,149,0.0,1.0,0.49999999999999994,0.8660254037844387
5.9,71,954.0,0.0,5.7,2024-01-11 01:00:00,44.9,66.1,1517.0,64.7,8.0,15.0,147,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
5.6,73,954.1,0.0,5.0,2024-01-11 02:00:00,38.5,57.0,1316.0,51.1,6.3,20.0,146,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
5.3,76,953.9,0.0,4.5,2024-01-11 03:00:00,33.3,49.6,1141.0,40.2,5.0,23.0,144,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
5.3,75,953.5,0.0,5.0,2024-01-11 04:00:00,29.0,43.3,1017.0,31.5,4.2,25.0,143,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
4.8,78,953.1,0.0,6.4,2024-01-11 05:00:00,20.8,31.8,813.0,27.0,3.8,30.0,141,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
7.8,65,955.4,0.0,4.4,2024-01-11 06:00:00,21.1,31.9,951.0,31.7,4.8,22.0,140,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
7.2,68,955.8,0.0,1.4,2024-01-11 07:00:00,24.4,36.3,1137.0,38.0,6.1,13.0,139,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
5.0,81,956.3,0.0,1.5,2024-01-11 08:00:00,30.9,45.3,1237.0,41.6,7.4,12.0,138,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
8.8,67,958.0,0.0,1.1,2024-01-11 09:00:00,36.0,52.6,1175.0,40.0,8.0,27.0,137,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
11.1,62,959.2,0.0,2.6,2024-01-11 10:00:00,41.9,61.2,1028.0,35.6,8.6,50.0,137,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
12.8,61,959.3,0.0,3.4,2024-01-11 11:00:00,34.5,52.6,894.0,31.3,10.3,73.0,136,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.3,58,958.3,0.0,3.8,2024-01-11 12:00:00,36.3,55.9,765.0,25.0,14.3,98.0,135,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.7,56,957.4,0.0,2.2,2024-01-11 13:00:00,36.4,55.9,648.0,18.9,19.5,122.0,134,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.8,54,957.0,0.0,2.9,2024-01-11 14:00:00,37.7,57.6,663.0,22.2,23.3,130.0,132,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
17.2,51,956.5,0.0,3.8,2024-01-11 15:00:00,41.1,62.2,881.0,43.0,24.2,110.0,131,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
16.2,72,956.4,0.0,2.1,2024-01-11 16:00:00,46.0,68.9,1231.0,73.3,23.8,75.0,129,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
15.1,59,956.3,0.0,2.3,2024-01-11 17:00:00,56.3,83.4,1524.0,92.6,26.3,29.0,128,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
11.7,68,956.7,0.0,6.1,2024-01-11 18:00:00,71.7,105.2,1879.0,100.1,28.6,20.0,127,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
9.8,75,957.2,0.0,9.8,2024-01-11 19:00:00,80.1,117.3,2362.0,110.1,31.6,8.0,127,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
10.5,70,957.8,0.0,3.7,2024-01-11 20:00:00,85.0,123.9,2685.0,114.7,32.5,0.0,127,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
10.0,72,958.0,0.0,3.3,2024-01-11 21:00:00,85.7,124.8,2724.0,109.5,29.6,0.0,127,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
10.1,69,957.7,0.0,1.5,2024-01-11 22:00:00,81.7,118.7,2603.0,99.0,24.5,1.0,128,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
9.7,67,957.1,0.0,4.1,2024-01-11 23:00:00,73.8,107.6,2398.0,88.2,19.8,4.0,129,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
6.2,77,955.8,0.0,8.4,2024-01-12 00:00:00,63.1,92.0,2086.0,79.1,16.0,7.0,130,0.0,1.0,0.49999999999999994,0.8660254037844387
7.0,72,955.4,0.0,7.7,2024-01-12 01:00:00,54.1,79.6,1691.0,69.8,12.5,11.0,131,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
6.6,68,954.5,0.0,8.2,2024-01-12 02:00:00,48.1,71.0,1364.0,59.8,9.7,16.0,132,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
6.5,61,954.2,0.0,8.7,2024-01-12 03:00:00,43.5,64.5,1134.0,46.4,7.7,23.0,133,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
6.1,62,953.4,0.0,9.2,2024-01-12 04:00:00,39.9,59.1,972.0,32.3,6.5,30.0,134,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
6.0,65,953.2,0.0,8.7,2024-01-12 05:00:00,30.4,45.6,1240.0,43.0,5.3,12.0,135,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
5.2,70,953.9,0.0,6.9,2024-01-12 06:00:00,33.3,49.9,1417.0,47.7,6.3,8.0,136,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
4.9,71,954.3,0.0,6.9,2024-01-12 07:00:00,40.3,59.8,1653.0,54.1,7.7,3.0,137,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
6.0,67,954.8,0.0,6.6,2024-01-12 08:00:00,49.7,73.1,1771.0,57.7,8.8,6.0,139,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
9.5,60,956.0,0.0,7.4,2024-01-12 09:00:00,55.6,81.7,1654.0,56.1,9.2,23.0,141,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
12.9,53,957.2,0.0,4.7,2024-01-12 10:00:00,58.4,85.9,1419.0,51.7,9.4,47.0,143,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
15.1,49,957.1,0.0,4.6,2024-01-12 11:00:00,56.1,83.8,1243.0,47.6,10.1,69.0,145,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
16.8,46,956.3,0.0,5.2,2024-01-12 12:00:00,58.9,87.5,1148.0,41.7,11.8,91.0,147,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
17.2,45,955.6,0.0,6.8,2024-01-12 13:00:00,62.9,92.9,1111.0,36.2,14.0,111.0,149,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
17.1,47,955.0,0.0,6.5,2024-01-12 14:00:00,67.5,98.7,1242.0,40.5,16.1,113.0,151,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.5,50,954.7,0.0,5.8,2024-01-12 15:00:00,71.2,104.1,1616.0,64.3,17.5,83.0,152,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.4,60,954.6,0.0,2.9,2024-01-12 16:00:00,80.3,116.2,2159.0,97.9,18.7,37.0,152,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
13.9,64,954.9,0.0,2.9,2024-01-12 17:00:00,95.7,139.2,2651.0,121.6,23.8,2.0,153,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
12.1,76,955.7,0.0,5.4,2024-01-12 18:00:00,109.7,159.3,3221.0,119.4,26.6,1.0,155,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
11.7,77,956.0,0.0,6.6,2024-01-12 19:00:00,121.5,176.0,3987.0,116.2,30.4,1.0,156,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
11.1,78,956.0,0.0,7.6,2024-01-12 20:00:00,128.5,185.8,4421.0,112.5,32.8,0.0,157,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
10.4,81,955.6,0.0,7.3,2024-01-12 21:00:00,128.5,185.3,4227.0,108.3,32.6,0.0,158,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
10.6,79,955.9,0.0,3.9,2024-01-12 22:00:00,121.1,175.6,3700.0,103.7,31.0,0.0,160,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
9.9,83,956.0,0.0,4.0,2024-01-12 23:00:00,112.5,163.0,3201.0,99.3,28.9,0.0,161,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
7.9,92,955.3,0.0,6.5,2024-01-13 00:00:00,103.6,150.9,2837.0,96.4,26.7,1.0,162,0.0,1.0,0.49999999999999994,0.8660254037844387
8.8,88,955.0,0.0,4.8,2024-01-13 01:00:00,95.9,139.7,2499.0,93.7,24.0,3.0,163,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
8.3,87,954.2,0.0,3.3,2024-01-13 02:00:00,86.6,126.2,2227.0,88.0,20.8,4.0,164,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
10.4,73,954.0,0.0,0.5,2024-01-13 03:00:00,75.7,110.1,2011.0,76.0,16.4,4.0,165,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
7.8,82,953.0,0.0,4.1,2024-01-13 04:00:00,64.5,93.8,1860.0,61.1,11.6,4.0,166,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
6.1,87,952.5,0.0,6.3,2024-01-13 05:00:00,64.0,92.7,1714.0,48.7,13.2,17.0,167,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
5.4,93,953.7,0.0,4.5,2024-01-13 06:00:00,56.6,82.2,1869.0,49.6,12.8,9.0,168,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
