temperature_2m,relative_humidity_2m,surface_pressure,precipitation,wind_speed_10m,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI,hour_sin,hour_cos,month_sin,month_cos
30.7,40,951.1,0.0,3.3,2025-05-10 10:00:00,18.4,33.4,554.0,12.0,12.2,157.0,101,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
31.9,37,950.8,0.0,4.6,2025-05-10 11:00:00,19.0,34.6,442.0,5.6,14.6,182.0,101,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
33.3,33,950.1,0.0,2.3,2025-05-10 12:00:00,19.8,35.3,391.0,3.5,14.5,193.0,100,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
33.7,31,949.6,0.0,10.0,2025-05-10 13:00:00,20.2,35.6,367.0,3.6,13.2,195.0,99,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
33.3,29,949.1,0.0,10.6,2025-05-10 14:00:00,20.7,36.1,362.0,4.4,12.2,195.0,99,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
33.3,29,948.3,0.0,8.9,2025-05-10 15:00:00,21.1,37.1,342.0,1.3,12.2,197.0,124,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
26.7,61,948.9,4.1,7.2,2025-05-10 16:00:00,21.1,37.6,342.0,0.0,12.5,197.0,151,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
27.7,51,947.8,0.3,1.3,2025-05-10 17:00:00,15.7,29.7,463.0,8.6,10.2,174.0,167,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
31.6,37,946.9,0.0,4.0,2025-05-10 18:00:00,22.2,34.9,846.0,49.6,12.7,127.0,175,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
29.1,40,947.1,0.0,8.5,2025-05-10 19:00:00,39.5,51.8,1349.0,105.6,16.0,63.0,170,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
27.1,47,947.0,0.0,7.8,2025-05-10 20:00:00,51.3,63.8,1655.0,143.9,17.9,15.0,151,-0.8660254037844386,0.5,0.49999999999999994,-0.8660254037844387
25.7,54,947.5,0.0,8.1,2025-05-10 21:00:00,55.8,68.7,1590.0,149.8,17.3,0.0,114,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
24.5,59,947.9,0.0,7.4,2025-05-10 22:00:00,57.2,70.8,1326.0,138.0,15.4,0.0,94,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
24.2,60,948.0,0.0,4.1,2025-05-10 23:00:00,57.0,69.8,1063.0,119.8,13.2,7.0,93,-0.2588190451025215,0.9659258262890681,0.49999999999999994,-0.8660254037844387
23.5,60,947.6,0.0,3.9,2025-05-11 00:00:00,47.3,55.8,845.0,94.5,10.8,22.0,92,0.0,1.0,0.49999999999999994,-0.8660254037844387
22.9,57,947.0,0.0,4.6,2025-05-11 01:00:00,36.3,44.5,626.0,62.7,8.1,43.0,91,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
22.4,57,946.4,0.0,5.3,2025-05-11 02:00:00,29.9,39.3,471.0,37.7,6.0,60.0,91,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
22.2,58,946.3,0.0,5.0,2025-05-11 03:00:00,27.1,37.3,409.0,24.8,4.8,67.0,90,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387
22.1,59,946.6,0.0,4.7,2025-05-11 04:00:00,24.7,34.5,411.0,18.6,4.1,69.0,89,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
22.0,59,946.7,0.0,4.9,2025-05-11 05:00:00,19.6,26.0,449.0,19.2,3.7,62.0,89,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
24.5,55,947.8,0.0,2.7,2025-05-11 06:00:00,18.9,25.2,551.0,20.7,3.8,73.0,89,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
26.4,45,948.5,0.0,2.9,2025-05-11 07:00:00,20.3,26.3,689.0,22.5,4.1,88.0,89,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
28.8,39,949.0,0.0,4.2,2025-05-11 08:00:00,19.8,29.3,753.0,22.0,4.9,107.0,88,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
31.3,33,949.5,0.0,4.2,2025-05-11 09:00:00,18.2,32.4,661.0,16.8,6.7,131.0,88,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
32.7,30,949.6,0.1,2.7,2025-05-11 10:00:00,19.1,35.5,495.0,9.4,9.0,159.0,88,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
33.0,27,949.7,0.0,11.3,2025-05-11 11:00:00,20.3,38.8,385.0,4.2,10.9,177.0,88,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
30.9,33,949.7,0.4,6.5,2025-05-11 12:00:00,19.8,38.4,399.0,3.6,12.1,180.0,88,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
32.8,26,948.8,0.0,6.0,2025-05-11 13:00:00,22.9,40.4,471.0,5.3,13.0,174.0,88,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
31.8,29,948.7,0.0,2.4,2025-05-11 14:00:00,25.7,41.9,527.0,7.1,13.8,169.0,98,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
32.0,28,947.9,0.0,8.5,2025-05-11 15:00:00,26.4,43.0,446.0,6.1,14.7,174.0,119,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
32.4,28,947.2,0.0,3.4,2025-05-11 16:00:00,25.3,42.1,350.0,5.2,15.5,181.0,137,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
31.7,29,946.5,0.0,4.0,2025-05-11 17:00:00,24.6,40.3,537.0,9.4,14.7,186.0,152,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
30.3,42,946.0,0.0,2.1,2025-05-11 18:00:00,25.0,40.5,1366.0,42.0,16.5,146.0,161,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
28.4,54,945.8,0.0,2.4,2025-05-11 19:00:00,43.9,58.4,2478.0,86.9,18.9,90.0,159,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
27.5,56,946.0,0.0,2.4,2025-05-11 20:00:00,58.9,73.8,3097.0,119.1,19.8,45.0,143,-0.8660254037844386,0.5,0.49999999999999994,-0.8660254037844387
26.5,56,946.3,0.0,3.8,2025-05-11 21:00:00,63.8,79.2,2753.0,128.7,18.1,22.0,114,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
24.8,62,946.1,0.0,4.8,2025-05-11 22:00:00,67.1,81.5,1916.0,125.8,15.0,10.0,92,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
23.6,67,945.7,0.0,3.6,2025-05-11 23:00:00,64.3,74.3,1223.0,115.6,11.9,7.0,93,-0.2588190451025215,0.9659258262890681,0.49999999999999994,-0.8660254037844387
23.1,68,945.5,0.0,1.7,2025-05-12 00:00:00,52.4,58.9,915.0,95.9,9.3,15.0,93,0.0,1.0,0.49999999999999994,-0.8660254037844387
23.1,69,945.2,0.0,0.6,2025-05-12 01:00:00,38.0,43.4,750.0,68.9,6.8,31.0,94,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
22.7,65,945.0,0.0,2.0,2025-05-12 02:00:00,27.2,32.6,641.0,46.7,4.8,44.0,94,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
22.4,60,944.9,0.0,2.9,2025-05-12 03:00:00,20.1,24.8,567.0,33.6,3.5,47.0,94,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387
22.0,58,944.7,0.0,4.2,2025-05-12 04:00:00,16.5,20.5,548.0,25.2,2.9,46.0,93,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
21.7,59,944.9,0.0,4.1,2025-05-12 05:00:00,14.9,18.6,558.0,21.8,2.6,41.0,93,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
22.5,60,946.2,0.0,3.1,2025-05-12 06:00:00,14.4,17.7,613.0,22.7,3.8,56.0,92,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
25.1,50,947.2,0.0,0.9,2025-05-12 07:00:00,17.7,20.3,696.0,23.7,5.4,78.0,92,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
27.7,41,948.1,0.0,3.3,2025-05-12 08:00:00,16.0,23.7,735.0,22.6,7.0,101.0,92,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
30.0,34,948.4,0.0,4.8,2025-05-12 09:00:00,13.1,23.7,682.0,17.4,8.4,126.0,91,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
32.1,28,948.6,0.0,4.4,2025-05-12 10:00:00,13.5,23.9,583.0,10.2,9.8,152.0,91,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
33.1,25,948.5,0.0,5.6,2025-05-12 11:00:00,14.6,25.1,509.0,4.9,10.9,172.0,91,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
34.2,23,948.2,0.0,8.3,2025-05-12 12:00:00,15.4,27.2,489.0,3.4,11.8,182.0,90,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
31.6,28,948.0,0.2,10.8,2025-05-12 13:00:00,17.6,31.3,492.0,3.9,12.6,185.0,90,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
32.2,27,947.9,0.0,1.7,2025-05-12 14:00:00,19.9,35.6,497.0,4.9,13.0,185.0,90,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
30.2,34,948.1,0.3,13.0,2025-05-12 15:00:00,20.8,36.7,439.0,3.4,12.8,186.0,118,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
30.3,34,947.4,0.1,4.0,2025-05-12 16:00:00,20.7,39.5,382.0,2.4,12.2,184.0,141,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
30.7,31,947.0,0.0,6.8,2025-05-12 17:00:00,12.8,21.1,496.0,9.0,11.7,175.0,156,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
31.8,25,945.5,0.0,7.0,2025-05-12 18:00:00,14.5,23.2,982.0,39.0,13.7,137.0,164,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
29.3,32,945.5,0.0,10.9,2025-05-12 19:00:00,30.5,39.7,1639.0,80.3,16.4,84.0,162,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
27.8,36,945.3,0.0,8.7,2025-05-12 20:00:00,44.9,54.9,2030.0,110.1,17.6,42.0,147,-0.8660254037844386,0.5,0.49999999999999994,-0.8660254037844387
26.3,42,945.6,0.0,8.6,2025-05-12 21:00:00,53.7,64.0,1921.0,118.7,16.1,20.0,117,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
25.1,47,945.8,0.0,7.6,2025-05-12 22:00:00,57.5,66.4,1545.0,115.8,13.1,9.0,83,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
23.5,55,945.5,0.0,3.9,2025-05-12 23:00:00,56.2,62.4,1169.0,107.8,10.3,5.0,83,-0.2588190451025215,0.9659258262890681,0.49999999999999994,-0.8660254037844387
22.9,58,945.4,0.0,3.1,2025-05-13 00:00:00,48.3,52.5,847.0,94.5,8.0,10.0,82,0.0,1.0,0.49999999999999994,-0.8660254037844387
22.9,58,945.0,0.0,2.2,2025-05-13 01:00:00,36.2,40.3,524.0,76.0,5.9,22.0,82,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
22.9,53,945.0,0.0,3.5,2025-05-13 02:00:00,27.1,30.7,302.0,59.1,4.2,33.0,82,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
22.9,49,945.0,0.0,4.3,2025-05-13 03:00:00,21.1,24.0,237.0,45.0,3.1,38.0,82,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387
22.5,50,944.8,0.0,3.4,2025-05-13 04:00:00,17.1,19.2,273.0,32.4,2.5,41.0,82,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
22.1,54,945.1,0.0,2.7,2025-05-13 05:00:00,14.1,16.5,342.0,14.3,2.8,62.0,82,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
24.2,54,946.4,0.0,3.5,2025-05-13 06:00:00,14.4,16.9,456.0,17.4,3.1,71.0,82,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
26.1,49,947.2,0.0,1.4,2025-05-13 07:00:00,16.0,19.1,602.0,21.5,3.7,84.0,82,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
29.0,38,948.1,0.0,1.7,2025-05-13 08:00:00,16.6,21.9,676.0,22.6,4.6,101.0,81,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
31.5,31,948.7,0.0,1.5,2025-05-13 09:00:00,13.3,23.3,612.0,17.8,6.4,124.0,81,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
33.4,24,949.0,0.0,1.6,2025-05-13 10:00:00,13.5,26.1,475.0,9.9,8.7,151.0,82,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
34.8,20,948.9,0.0,1.7,2025-05-13 11:00:00,14.1,28.2,362.0,4.1,10.2,171.0,82,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
35.9,18,948.3,0.0,2.8,2025-05-13 12:00:00,14.7,29.7,307.0,2.4,10.4,180.0,81,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
36.1,18,947.8,0.0,9.6,2025-05-13 13:00:00,15.5,30.4,275.0,2.7,9.8,182.0,81,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
35.9,18,947.2,0.0,8.0,2025-05-13 14:00:00,16.1,30.4,258.0,3.6,9.3,181.0,93,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
36.5,15,946.5,0.0,9.4,2025-05-13 15:00:00,16.1,30.5,182.0,2.3,8.9,182.0,116,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
35.8,14,946.0,0.0,11.1,2025-05-13 16:00:00,15.7,29.9,120.0,1.6,8.6,179.0,137,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
35.4,14,945.9,0.0,11.2,2025-05-13 17:00:00,12.8,24.3,286.0,7.6,9.0,176.0,153,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
34.5,16,945.5,0.0,9.9,2025-05-13 18:00:00,14.8,24.4,945.0,35.2,9.8,135.0,161,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
32.5,18,945.5,0.0,6.9,2025-05-13 19:00:00,23.7,32.8,1831.0,72.9,10.8,79.0,158,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
30.7,20,945.7,0.0,9.4,2025-05-13 20:00:00,35.0,44.5,2362.0,97.5,11.1,39.0,142,-0.8660254037844386,0.5,0.49999999999999994,-0.8660254037844387
28.7,26,946.1,0.0,4.4,2025-05-13 21:00:00,43.2,51.8,2217.0,98.0,10.1,29.0,112,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
26.4,32,946.1,0.0,3.0,2025-05-13 22:00:00,38.2,43.4,1716.0,85.5,8.3,34.0,79,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
25.1,37,945.8,0.0,5.1,2025-05-13 23:00:00,28.6,33.1,1235.0,70.4,6.6,43.0,77,-0.2588190451025215,0.9659258262890681,0.49999999999999994,-0.8660254037844387
24.9,39,945.6,0.0,4.9,2025-05-14 00:00:00,21.6,25.7,868.0,53.8,5.2,53.0,74,0.0,1.0,0.49999999999999994,-0.8660254037844387
24.3,41,945.1,0.0,2.2,2025-05-14 01:00:00,17.4,20.8,521.0,34.6,3.8,67.0,72,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
24.0,45,945.2,0.0,1.4,2025-05-14 02:00:00,14.9,17.8,283.0,19.9,2.9,78.0,71,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
23.4,42,945.4,0.0,2.2,2025-05-14 03:00:00,13.5,16.5,200.0,12.7,2.5,82.0,70,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387
23.3,40,945.4,0.0,3.4,2025-05-14 04:00:00,13.3,16.5,226.0,10.0,2.5,83.0,69,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
22.8,43,945.4,0.0,2.2,2025-05-14 05:00:00,13.8,16.6,309.0,12.5,2.6,75.0,69,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
25.1,38,946.4,0.0,3.1,2025-05-14 06:00:00,14.7,17.8,492.0,16.7,3.0,82.0,69,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
27.0,34,947.0,0.0,3.2,2025-05-14 07:00:00,17.2,21.0,732.0,22.1,3.7,93.0,69,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
30.4,27,948.1,0.0,2.6,2025-05-14 08:00:00,18.6,25.0,853.0,24.1,4.8,109.0,69,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
33.2,21,948.7,0.0,3.7,2025-05-14 09:00:00,14.4,23.4,736.0,19.3,6.8,133.0,69,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
35.4,17,948.8,0.0,5.1,2025-05-14 10:00:00,12.7,22.8,500.0,11.0,9.3,162.0,69,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
36.9,16,948.8,0.0,7.0,2025-05-14 11:00:00,13.1,23.3,317.0,4.8,11.0,183.0,69,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
37.8,15,948.4,0.0,9.8,2025-05-14 12:00:00,13.6,23.7,261.0,2.8,11.3,190.0,69,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
38.3,14,947.7,0.0,12.4,2025-05-14 13:00:00,14.2,25.3,258.0,2.9,10.8,188.0,85,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
38.2,13,947.2,0.0,15.5,2025-05-14 14:00:00,14.5,27.4,269.0,3.6,10.3,185.0,109,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
37.7,12,946.8,0.0,16.4,2025-05-14 15:00:00,14.3,28.2,242.0,1.1,10.0,186.0,131,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
37.5,13,946.6,0.0,17.9,2025-05-14 16:00:00,13.7,27.5,228.0,0.0,9.6,185.0,151,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
36.7,13,946.1,0.0,13.6,2025-05-14 17:00:00,10.0,19.2,335.0,8.5,9.1,172.0,163,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
36.1,12,945.8,0.0,9.3,2025-05-14 18:00:00,13.9,20.9,701.0,28.5,10.1,140.0,169,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
33.3,17,945.8,0.0,6.8,2025-05-14 19:00:00,21.0,27.6,1187.0,56.1,11.3,96.0,165,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
31.0,22,946.0,0.0,9.3,2025-05-14 20:00:00,28.1,35.0,1486.0,76.9,11.8,60.0,151,-0.8660254037844386,0.5,0.49999999999999994,-0.8660254037844387
29.4,26,946.2,0.0,9.7,2025-05-14 21:00:00,34.0,40.5,1437.0,86.1,10.9,40.0,124,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
28.0,29,946.2,0.0,8.1,2025-05-14 22:00:00,36.8,40.9,1201.0,88.6,9.3,28.0,93,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
26.4,33,945.9,0.0,7.0,2025-05-14 23:00:00,30.5,33.1,949.0,84.5,7.6,25.0,67,-0.2588190451025215,0.9659258262890681,0.49999999999999994,-0.8660254037844387
26.3,32,945.6,0.0,8.6,2025-05-15 00:00:00,23.9,25.7,708.0,70.4,6.0,33.0,67,0.0,1.0,0.49999999999999994,-0.8660254037844387
26.3,28,945.0,0.0,7.4,2025-05-15 01:00:00,18.7,20.1,451.0,49.7,4.3,49.0,67,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
25.1,28,944.6,0.0,3.6,2025-05-15 02:00:00,14.3,15.5,268.0,32.8,3.0,62.0,67,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
24.0,31,944.5,0.0,1.5,2025-05-15 03:00:00,11.1,12.3,188.0,22.9,2.3,69.0,67,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387
23.7,30,944.7,0.0,1.5,2025-05-15 04:00:00,8.9,10.1,182.0,16.9,2.1,72.0,67,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
23.6,30,944.9,0.0,2.4,2025-05-15 05:00:00,8.9,10.4,255.0,16.7,2.9,71.0,67,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
26.2,28,945.9,0.0,3.1,2025-05-15 06:00:00,8.9,10.3,489.0,22.6,3.4,77.0,66,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
28.7,26,946.6,0.0,1.9,2025-05-15 07:00:00,12.0,13.4,802.0,30.3,4.2,87.0,66,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
31.9,20,947.4,0.0,2.6,2025-05-15 08:00:00,14.4,16.9,958.0,33.1,5.8,103.0,65,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
35.0,16,947.8,0.0,3.0,2025-05-15 09:00:00,10.6,15.4,800.0,26.1,9.1,131.0,65,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
37.5,14,948.0,0.0,6.0,2025-05-15 10:00:00,10.6,16.1,485.0,14.1,13.1,166.0,65,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
38.8,14,947.7,0.0,9.2,2025-05-15 11:00:00,10.9,17.7,249.0,5.1,15.3,191.0,64,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
39.5,13,947.3,0.0,11.8,2025-05-15 12:00:00,10.8,17.8,195.0,2.4,14.1,198.0,64,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
39.9,12,946.7,0.0,13.0,2025-05-15 13:00:00,10.4,17.2,220.0,2.7,11.1,196.0,84,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
40.1,11,946.1,0.0,13.4,2025-05-15 14:00:00,10.0,16.6,252.0,3.6,8.7,191.0,111,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
40.1,10,945.6,0.0,12.7,2025-05-15 15:00:00,9.5,15.9,234.0,1.6,7.7,191.0,135,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
39.6,11,945.1,0.0,12.7,2025-05-15 16:00:00,9.1,15.4,224.0,0.2,7.2,188.0,155,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
38.8,13,944.8,0.0,12.1,2025-05-15 17:00:00,12.2,18.9,318.0,8.8,12.1,195.0,169,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
38.0,11,945.0,0.0,9.5,2025-05-15 18:00:00,13.9,20.3,631.0,36.1,13.6,157.0,179,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
35.2,17,944.8,0.0,11.0,2025-05-15 19:00:00,25.5,31.7,1049.0,73.4,15.7,104.0,178,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
33.2,20,944.7,0.0,7.4,2025-05-15 20:00:00,35.2,41.4,1328.0,98.5,16.4,63.0,164,-0.8660254037844386,0.5,0.49999999999999994,-0.8660254037844387
31.1,24,944.7,0.0,5.8,2025-05-15 21:00:00,38.8,45.8,1359.0,101.3,14.7,44.0,140,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
29.6,28,944.7,0.0,7.0,2025-05-15 22:00:00,41.4,46.8,1250.0,91.9,11.8,38.0,108,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
28.2,33,944.9,0.0,3.9,2025-05-15 23:00:00,31.5,34.8,1081.0,78.4,9.0,38.0,75,-0.2588190451025215,0.9659258262890681,0.49999999999999994,-0.8660254037844387
27.9,32,944.8,0.0,5.0,2025-05-16 00:00:00,22.2,26.0,821.0,60.5,6.7,47.0,65,0.0,1.0,0.49999999999999994,-0.8660254037844387
27.4,32,944.3,0.0,3.1,2025-05-16 01:00:00,16.9,21.0,501.0,38.6,4.5,64.0,64,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
26.8,30,943.6,0.0,3.9,2025-05-16 02:00:00,13.4,17.6,287.0,21.8,3.0,76.0,64,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
26.8,27,943.3,0.0,3.3,2025-05-16 03:00:00,11.1,15.5,269.0,13.7,2.3,79.0,64,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387
26.6,26,943.3,0.0,3.6,2025-05-16 04:00:00,10.1,14.4,358.0,10.8,2.2,78.0,64,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
26.3,27,943.4,0.0,2.5,2025-05-16 05:00:00,10.7,14.1,450.0,15.4,2.2,57.0,64,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
28.4,29,944.9,0.0,2.8,2025-05-16 06:00:00,10.7,15.3,530.0,17.8,3.3,72.0,64,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
30.1,26,945.4,0.0,5.4,2025-05-16 07:00:00,13.9,18.8,614.0,21.0,5.0,94.0,65,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
33.6,21,946.3,0.0,4.7,2025-05-16 08:00:00,15.6,26.0,647.0,21.6,7.2,118.0,65,0.8660254037844388,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
36.0,17,946.9,0.0,6.2,2025-05-16 09:00:00,17.2,30.0,586.0,17.3,10.7,148.0,65,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
37.6,17,947.2,0.0,8.4,2025-05-16 10:00:00,19.0,32.1,474.0,10.5,14.8,181.0,65,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
38.6,16,947.0,0.0,9.9,2025-05-16 11:00:00,20.4,32.9,385.0,5.4,17.0,204.0,66,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
39.8,14,946.7,0.0,8.6,2025-05-16 12:00:00,17.8,30.3,346.0,3.6,15.6,211.0,69,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
