date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI,month,month_sin,month_cos
2024-01-16,16.3,4.5,9.8,0.0,10.0,93.24166666666667,135.45416666666668,2268.5,65.40416666666667,29.329166666666666,69.41666666666667,174.16666666666666,1,0.49999999999999994,0.8660254037844387
2024-01-17,18.1,5.9,11.1,0.0,7.3,91.97916666666669,134.59583333333333,2427.333333333333,70.5,25.254166666666663,66.54166666666667,176.20833333333334,1,0.49999999999999994,0.8660254037844387
2024-01-18,18.4,7.4,11.3,0.0,9.5,76.35416666666667,113.4375,2252.5,68.64999999999999,17.395833333333332,58.375,168.79166666666666,1,0.49999999999999994,0.8660254037844387
2024-01-19,18.3,5.2,11.5,0.0,9.4,68.02916666666667,104.62083333333334,1911.375,65.27916666666667,15.775,50.375,162.20833333333334,1,0.49999999999999994,0.8660254037844387
2024-01-20,15.5,6.1,9.7,0.0,9.7,93.6875,138.54999999999998,2031.0416666666667,55.24166666666667,24.58333333333333,74.83333333333333,170.375,1,0.49999999999999994,0.8660254037844387
2024-01-21,15.5,6.2,9.5,0.0,13.6,90.2125,133.92499999999998,2292.958333333333,66.94166666666666,20.08333333333333,71.91666666666667,175.45833333333334,1,0.49999999999999994,0.8660254037844387
2024-01-22,14.1,4.9,8.4,0.0,8.9,69.89166666666667,105.75,1932.2083333333333,61.9,21.4875,52.91666666666666,167.58333333333334,1,0.49999999999999994,0.8660254037844387
2024-01-23,15.0,3.3,8.4,0.0,10.7,88.38333333333333,130.75416666666666,2084.875,63.70416666666667,23.6875,60.625,167.29166666666666,1,0.49999999999999994,0.8660254037844387
2024-01-24,16.6,2.5,9.2,0.0,9.5,67.42083333333333,100.55416666666667,1860.4166666666667,64.39166666666667,21.633333333333336,60.25,166.95833333333334,1,0.49999999999999994,0.8660254037844387
2024-01-25,14.6,4.6,9.5,0.0,8.3,76.62083333333334,114.57916666666668,1972.0,58.35833333333333,29.95,60.54166666666666,159.83333333333334,1,0.49999999999999994,0.8660254037844387
2024-01-26,17.1,6.7,11.5,1.3,10.9,72.05,118.4125,1834.0833333333333,52.91666666666666,18.383333333333333,31.125,169.875,1,0.49999999999999994,0.8660254037844387
2024-01-27,19.3,6.1,12.5,0.0,17.9,36.55833333333333,58.30416666666667,1184.2916666666667,43.19583333333333,10.066666666666666,37.04166666666666,125.70833333333331,1,0.49999999999999994,0.8660254037844387
2024-01-28,17.4,9.8,13.2,1.3,12.7,45.9125,74.44583333333334,1210.625,53.06666666666666,10.970833333333331,41.91666666666666,115.33333333333331,1,0.49999999999999994,0.8660254037844387
2024-01-29,18.2,9.0,12.8,1.9,12.5,55.44583333333333,91.22916666666669,1107.4166666666667,35.266666666666666,15.3875,71.95833333333333,144.91666666666666,1,0.49999999999999994,0.8660254037844387
2024-01-30,15.7,7.5,11.5,3.0,8.2,37.09166666666667,71.47500000000001,952.4166666666666,40.3375,9.658333333333331,40.29166666666666,113.66666666666669,1,0.49999999999999994,0.8660254037844387
2024-01-31,11.7,8.8,10.3,37.8,14.7,43.81666666666666,85.1875,527.3333333333334,17.625,5.908333333333334,70.41666666666667,124.25,1,0.49999999999999994,0.8660254037844387
2024-02-01,13.8,4.7,8.8,4.4,10.5,34.5375,56.17083333333333,1122.5,33.050000000000004,11.6,58.375,100.875,2,0.8660254037844386,0.5000000000000001
2024-02-02,15.3,3.4,9.3,0.0,12.5,24.8125,37.27916666666667,837.2916666666666,36.41666666666666,8.491666666666667,51.958333333333336,93.875,2,0.8660254037844386,0.5000000000000001
2024-02-03,11.3,8.6,9.8,2.0,13.9,35.86666666666667,54.46666666666667,962.625,38.72916666666666,7.712499999999999,42.54166666666666,89.0,2,0.8660254037844386,0.5000000000000001
2024-02-04,12.4,6.2,9.4,0.9,16.4,34.325,59.69583333333333,1046.0416666666667,36.34583333333333,10.991666666666667,45.25,101.04166666666669,2,0.8660254037844386,0.5000000000000001
