temperature_2m,relative_humidity_2m,surface_pressure,precipitation,wind_speed_10m,datetime
26.9,59,946.8,0.5,10.4,2026-06-04 13:00:00
26.7,59,945.3,0.2,11.0,2026-06-04 14:00:00
27.6,53,945.0,0.0,6.3,2026-06-04 15:00:00
29.8,43,944.8,0.0,2.9,2026-06-04 16:00:00
26.0,61,945.1,0.0,6.6,2026-06-04 17:00:00
25.9,62,944.7,0.0,5.5,2026-06-04 18:00:00
25.7,67,944.5,0.0,4.0,2026-06-04 19:00:00
25.0,70,944.1,0.0,6.1,2026-06-04 20:00:00
24.7,70,943.9,0.0,7.5,2026-06-04 21:00:00
23.9,73,943.8,0.0,5.9,2026-06-04 22:00:00
23.7,81,943.5,0.0,4.9,2026-06-04 23:00:00
23.2,81,943.4,0.0,2.1,2026-06-05 00:00:00
22.9,80,943.0,0.0,3.1,2026-06-05 01:00:00
22.6,77,943.3,0.0,3.6,2026-06-05 02:00:00
22.1,79,943.2,0.0,2.6,2026-06-05 03:00:00
21.9,80,943.5,0.0,2.5,2026-06-05 04:00:00
21.7,84,943.6,0.0,1.5,2026-06-05 05:00:00
22.4,83,944.7,0.0,5.6,2026-06-05 06:00:00
23.6,75,945.6,0.0,7.3,2026-06-05 07:00:00
25.9,60,946.3,0.0,8.3,2026-06-05 08:00:00
27.7,54,946.8,0.0,8.3,2026-06-05 09:00:00
29.3,48,946.9,0.0,9.2,2026-06-05 10:00:00
30.5,41,947.5,0.0,8.1,2026-06-05 11:00:00
31.0,38,947.4,0.1,8.2,2026-06-05 12:00:00
31.3,35,946.9,0.0,3.3,2026-06-05 13:00:00
31.3,35,946.3,0.0,3.9,2026-06-05 14:00:00
32.0,29,945.7,0.0,3.9,2026-06-05 15:00:00
31.6,30,945.2,0.0,7.8,2026-06-05 16:00:00
32.6,26,944.8,0.0,4.3,2026-06-05 17:00:00
31.2,37,944.7,0.0,4.0,2026-06-05 18:00:00
28.8,51,944.3,0.0,2.3,2026-06-05 19:00:00
26.9,58,944.4,0.0,5.2,2026-06-05 20:00:00
26.0,54,944.7,0.0,7.8,2026-06-05 21:00:00
24.5,62,944.6,0.0,4.8,2026-06-05 22:00:00
24.7,65,944.8,0.0,1.6,2026-06-05 23:00:00
24.2,67,944.6,0.0,1.5,2026-06-06 00:00:00
24.2,66,944.6,0.0,1.5,2026-06-06 01:00:00
24.4,62,944.4,0.0,2.5,2026-06-06 02:00:00
24.1,64,944.3,0.0,0.4,2026-06-06 03:00:00
23.7,65,944.4,0.0,1.7,2026-06-06 04:00:00
24.2,60,944.7,0.0,1.8,2026-06-06 05:00:00
23.7,63,945.1,0.0,5.6,2026-06-06 06:00:00
25.9,55,945.7,0.0,4.7,2026-06-06 07:00:00
29.1,44,946.8,0.0,1.1,2026-06-06 08:00:00
31.3,36,947.3,0.0,2.7,2026-06-06 09:00:00
32.7,31,947.5,0.0,5.5,2026-06-06 10:00:00
32.5,29,947.4,0.0,5.6,2026-06-06 11:00:00
34.0,26,947.5,0.0,0.4,2026-06-06 12:00:00
34.5,26,946.8,0.0,2.6,2026-06-06 13:00:00
35.1,25,946.1,0.0,2.6,2026-06-06 14:00:00
35.3,24,945.5,0.0,3.0,2026-06-06 15:00:00
35.2,24,945.1,0.0,4.8,2026-06-06 16:00:00
35.1,23,944.2,0.0,4.2,2026-06-06 17:00:00
33.3,31,944.4,0.0,6.1,2026-06-06 18:00:00
30.5,41,944.4,0.0,4.6,2026-06-06 19:00:00
28.3,54,944.3,0.0,2.9,2026-06-06 20:00:00
26.6,59,944.9,0.0,3.9,2026-06-06 21:00:00
25.4,61,944.9,0.0,7.0,2026-06-06 22:00:00
26.5,48,945.0,0.0,9.4,2026-06-06 23:00:00
25.5,50,944.5,0.0,7.9,2026-06-07 00:00:00
25.1,49,944.2,0.0,6.6,2026-06-07 01:00:00
24.5,50,944.2,0.0,4.9,2026-06-07 02:00:00
24.0,51,944.1,0.0,5.1,2026-06-07 03:00:00
23.6,51,944.2,0.0,4.8,2026-06-07 04:00:00
23.4,56,944.5,0.0,1.7,2026-06-07 05:00:00
24.6,53,945.0,0.0,3.0,2026-06-07 06:00:00
27.0,45,946.0,0.0,3.8,2026-06-07 07:00:00
29.6,39,946.6,0.0,2.6,2026-06-07 08:00:00
32.3,29,947.3,0.0,2.1,2026-06-07 09:00:00
33.9,24,947.8,0.0,7.4,2026-06-07 10:00:00
34.5,24,948.0,0.0,8.4,2026-06-07 11:00:00
35.3,22,947.8,0.0,2.1,2026-06-07 12:00:00
35.4,21,947.0,0.1,2.2,2026-06-07 13:00:00
35.4,23,946.4,0.0,7.2,2026-06-07 14:00:00
35.0,24,946.2,0.5,8.4,2026-06-07 15:00:00
35.5,21,945.8,0.1,5.9,2026-06-07 16:00:00
36.3,19,945.0,0.0,2.3,2026-06-07 17:00:00
35.2,22,944.8,0.0,4.0,2026-06-07 18:00:00
32.7,33,944.7,0.0,4.9,2026-06-07 19:00:00
30.7,41,944.6,0.0,4.3,2026-06-07 20:00:00
29.4,45,944.7,0.0,3.4,2026-06-07 21:00:00
28.0,51,944.6,0.0,2.1,2026-06-07 22:00:00
27.7,52,944.3,0.0,2.3,2026-06-07 23:00:00
26.5,53,943.5,0.0,2.6,2026-06-08 00:00:00
26.6,50,943.2,0.0,3.2,2026-06-08 01:00:00
26.7,44,942.7,0.0,4.2,2026-06-08 02:00:00
26.3,42,942.6,0.0,3.5,2026-06-08 03:00:00
25.6,41,942.5,0.0,2.7,2026-06-08 04:00:00
25.5,50,942.9,0.0,0.5,2026-06-08 05:00:00
26.2,53,943.2,0.0,0.8,2026-06-08 06:00:00
28.5,41,944.2,0.0,0.8,2026-06-08 07:00:00
31.1,32,945.1,0.0,1.7,2026-06-08 08:00:00
33.6,27,945.6,0.0,2.7,2026-06-08 09:00:00
35.7,22,945.6,0.0,4.5,2026-06-08 10:00:00
36.5,20,945.3,0.0,5.2,2026-06-08 11:00:00
37.5,18,945.1,0.0,4.3,2026-06-08 12:00:00
38.2,16,944.5,0.0,4.4,2026-06-08 13:00:00
38.8,14,943.8,0.0,6.5,2026-06-08 14:00:00
38.7,14,943.4,0.0,8.3,2026-06-08 15:00:00
38.4,14,943.1,0.0,8.8,2026-06-08 16:00:00
38.7,12,942.9,0.0,9.6,2026-06-08 17:00:00
37.4,13,942.6,0.0,10.0,2026-06-08 18:00:00
35.1,18,942.2,0.0,6.4,2026-06-08 19:00:00
32.6,24,941.9,0.0,6.6,2026-06-08 20:00:00
30.8,26,941.9,0.0,6.5,2026-06-08 21:00:00
29.7,27,941.8,0.0,7.3,2026-06-08 22:00:00
30.8,23,941.9,0.0,6.0,2026-06-08 23:00:00
28.8,27,941.5,0.0,2.5,2026-06-09 00:00:00
28.6,25,941.2,0.0,4.6,2026-06-09 01:00:00
28.3,24,940.8,0.0,3.8,2026-06-09 02:00:00
27.3,26,940.7,0.0,2.2,2026-06-09 03:00:00
26.8,26,940.6,0.0,2.8,2026-06-09 04:00:00
27.6,28,940.8,0.0,1.5,2026-06-09 05:00:00
28.1,31,941.2,0.0,1.1,2026-06-09 06:00:00
30.3,22,941.9,0.0,1.5,2026-06-09 07:00:00
32.9,18,942.5,0.0,4.1,2026-06-09 08:00:00
35.3,16,942.9,0.0,4.0,2026-06-09 09:00:00
37.4,15,942.8,0.0,3.9,2026-06-09 10:00:00
37.8,15,942.9,0.0,1.5,2026-06-09 11:00:00
39.5,13,942.8,0.0,1.6,2026-06-09 12:00:00
40.3,12,942.1,0.0,4.6,2026-06-09 13:00:00
40.6,12,941.4,0.0,7.3,2026-06-09 14:00:00
40.6,12,941.0,0.0,10.3,2026-06-09 15:00:00
40.0,12,940.9,0.0,12.0,2026-06-09 16:00:00
40.1,10,940.3,0.0,10.7,2026-06-09 17:00:00
38.7,11,940.2,0.0,6.2,2026-06-09 18:00:00
36.3,17,940.0,0.0,3.6,2026-06-09 19:00:00
34.0,21,940.2,0.0,6.2,2026-06-09 20:00:00
32.8,25,940.3,0.0,7.0,2026-06-09 21:00:00
32.7,24,940.7,0.0,5.0,2026-06-09 22:00:00
31.7,25,940.9,0.0,3.6,2026-06-09 23:00:00
29.9,27,940.5,0.0,5.9,2026-06-10 00:00:00
28.8,29,940.2,0.0,5.5,2026-06-10 01:00:00
28.5,29,940.1,0.0,4.5,2026-06-10 02:00:00
27.9,31,939.7,0.0,3.8,2026-06-10 03:00:00
27.9,31,940.2,0.0,3.1,2026-06-10 04:00:00
27.8,32,940.6,0.0,3.0,2026-06-10 05:00:00
28.5,30,941.3,0.0,5.8,2026-06-10 06:00:00
30.4,27,941.9,0.0,5.7,2026-06-10 07:00:00
33.0,23,942.5,0.0,5.2,2026-06-10 08:00:00
35.5,21,943.1,0.0,8.1,2026-06-10 09:00:00
37.2,22,943.1,0.0,6.6,2026-06-10 10:00:00
38.4,19,943.1,0.0,6.8,2026-06-10 11:00:00
39.7,17,943.0,0.0,6.5,2026-06-10 12:00:00
40.4,16,942.0,0.0,8.0,2026-06-10 13:00:00
40.8,15,941.3,0.0,8.1,2026-06-10 14:00:00
40.9,14,940.8,0.0,7.4,2026-06-10 15:00:00
40.9,13,940.4,0.0,8.4,2026-06-10 16:00:00
41.7,9,939.6,0.0,9.6,2026-06-10 17:00:00
39.9,12,939.6,0.0,7.9,2026-06-10 18:00:00
37.3,17,939.6,0.0,6.0,2026-06-10 19:00:00
35.3,20,939.6,0.0,5.8,2026-06-10 20:00:00
33.8,22,939.9,0.0,7.9,2026-06-10 21:00:00
31.8,26,940.2,0.0,5.6,2026-06-10 22:00:00
30.9,28,940.6,0.0,6.7,2026-06-10 23:00:00
30.3,26,940.0,0.0,9.4,2026-06-11 00:00:00
29.6,27,939.7,0.0,6.6,2026-06-11 01:00:00
29.3,28,939.5,0.0,6.9,2026-06-11 02:00:00
28.8,29,939.2,0.0,8.1,2026-06-11 03:00:00
28.4,30,939.3,0.0,7.4,2026-06-11 04:00:00
30.4,31,939.7,0.0,5.7,2026-06-11 05:00:00
30.1,33,940.1,0.0,7.6,2026-06-11 06:00:00
31.3,33,940.5,0.0,3.6,2026-06-11 07:00:00
33.5,30,941.1,0.0,4.9,2026-06-11 08:00:00
35.5,25,941.7,0.0,7.8,2026-06-11 09:00:00
37.2,21,941.8,0.0,7.0,2026-06-11 10:00:00
38.8,16,941.9,0.0,2.9,2026-06-11 11:00:00
40.3,13,941.8,0.0,2.2,2026-06-11 12:00:00
40.6,13,941.3,0.1,6.1,2026-06-11 13:00:00
40.0,14,941.2,0.0,12.7,2026-06-11 14:00:00
39.4,15,941.2,0.0,11.6,2026-06-11 15:00:00
39.1,15,941.1,0.0,10.3,2026-06-11 16:00:00
40.3,13,939.6,0.0,8.7,2026-06-11 17:00:00
39.0,14,940.0,0.0,11.0,2026-06-11 18:00:00
36.3,22,940.8,0.0,19.7,2026-06-11 19:00:00
33.2,31,941.6,0.0,14.6,2026-06-11 20:00:00
31.8,35,942.3,0.0,10.5,2026-06-11 21:00:00
30.9,37,943.0,0.0,9.4,2026-06-11 22:00:00
30.9,39,942.4,0.0,11.2,2026-06-11 23:00:00
29.5,39,942.8,0.0,14.2,2026-06-12 00:00:00
28.0,41,943.4,0.0,14.7,2026-06-12 01:00:00
27.0,45,943.4,0.0,15.5,2026-06-12 02:00:00
26.4,46,943.5,0.0,14.6,2026-06-12 03:00:00
21.7,77,945.0,2.5,16.4,2026-06-12 04:00:00
26.6,43,944.7,0.8,15.0,2026-06-12 05:00:00
27.1,42,945.6,0.0,14.8,2026-06-12 06:00:00
28.2,42,946.7,0.0,16.6,2026-06-12 07:00:00
23.5,77,948.5,4.8,11.0,2026-06-12 08:00:00
22.8,84,948.3,1.8,12.1,2026-06-12 09:00:00
24.9,71,949.1,0.5,9.9,2026-06-12 10:00:00
29.3,49,949.2,0.3,19.2,2026-06-12 11:00:00
30.5,44,949.3,0.0,17.4,2026-06-12 12:00:00
31.1,40,949.0,0.0,14.8,2026-06-12 13:00:00
31.4,40,948.6,0.1,8.9,2026-06-12 14:00:00
30.8,40,949.0,0.0,4.7,2026-06-12 15:00:00
30.2,42,948.4,0.1,9.2,2026-06-12 16:00:00
30.7,37,946.3,0.0,10.3,2026-06-12 17:00:00
25.9,66,947.9,0.9,11.7,2026-06-12 18:00:00
25.8,62,948.0,0.3,8.0,2026-06-12 19:00:00
25.2,62,948.5,0.0,12.9,2026-06-12 20:00:00
25.9,59,949.0,0.0,10.8,2026-06-12 21:00:00
26.5,55,949.1,0.0,8.4,2026-06-12 22:00:00
26.0,59,947.7,0.0,4.1,2026-06-12 23:00:00
25.6,62,947.4,0.0,2.3,2026-06-13 00:00:00
25.2,67,947.0,0.0,0.6,2026-06-13 01:00:00
25.0,66,947.1,0.0,3.5,2026-06-13 02:00:00
24.8,69,947.1,0.0,1.7,2026-06-13 03:00:00
24.4,73,947.4,0.0,2.9,2026-06-13 04:00:00
24.6,60,946.1,0.0,4.5,2026-06-13 05:00:00
24.9,59,947.0,0.0,5.4,2026-06-13 06:00:00
26.2,53,948.4,0.0,7.6,2026-06-13 07:00:00
27.7,49,949.3,0.0,10.1,2026-06-13 08:00:00
28.2,47,950.1,0.0,11.1,2026-06-13 09:00:00
29.4,43,950.0,0.1,6.4,2026-06-13 10:00:00
31.9,34,950.5,0.1,12.7,2026-06-13 11:00:00
31.7,34,950.3,0.1,14.8,2026-06-13 12:00:00
32.5,33,949.8,0.1,14.8,2026-06-13 13:00:00
32.0,34,949.0,0.1,15.5,2026-06-13 14:00:00
32.3,34,948.6,0.0,14.1,2026-06-13 15:00:00
32.6,32,948.3,0.0,13.7,2026-06-13 16:00:00
32.3,31,948.2,0.0,11.7,2026-06-13 17:00:00
32.1,30,947.8,0.0,14.3,2026-06-13 18:00:00
29.4,42,947.9,0.0,18.4,2026-06-13 19:00:00
28.3,47,948.0,0.0,10.7,2026-06-13 20:00:00
27.8,47,948.5,0.0,6.5,2026-06-13 21:00:00
27.1,48,948.4,0.0,3.4,2026-06-13 22:00:00
27.5,45,947.9,0.0,4.0,2026-06-13 23:00:00
26.6,49,947.5,0.0,1.1,2026-06-14 00:00:00
26.0,50,947.0,0.0,1.0,2026-06-14 01:00:00
25.6,51,946.6,0.0,1.5,2026-06-14 02:00:00
25.3,53,946.4,0.0,2.1,2026-06-14 03:00:00
25.0,54,946.1,0.0,1.9,2026-06-14 04:00:00
25.4,60,946.1,0.0,1.0,2026-06-14 05:00:00
25.3,59,946.3,0.0,3.3,2026-06-14 06:00:00
26.9,53,946.6,0.0,3.5,2026-06-14 07:00:00
29.0,45,947.1,0.0,1.7,2026-06-14 08:00:00
30.9,39,947.3,0.0,3.3,2026-06-14 09:00:00
32.1,36,947.2,0.1,4.5,2026-06-14 10:00:00
32.9,32,947.2,0.1,4.5,2026-06-14 11:00:00
33.8,30,946.9,0.1,4.6,2026-06-14 12:00:00
34.4,31,946.3,0.0,5.9,2026-06-14 13:00:00
35.1,30,945.5,0.0,6.2,2026-06-14 14:00:00
34.7,31,945.0,0.0,6.1,2026-06-14 15:00:00
34.2,30,944.5,0.1,1.3,2026-06-14 16:00:00
35.6,24,943.5,0.0,5.6,2026-06-14 17:00:00
34.9,24,943.3,0.0,4.1,2026-06-14 18:00:00
33.6,26,943.2,0.0,4.0,2026-06-14 19:00:00
31.8,31,943.4,0.0,3.3,2026-06-14 20:00:00
30.4,35,944.1,0.0,5.1,2026-06-14 21:00:00
29.6,36,944.6,0.0,6.3,2026-06-14 22:00:00
29.8,38,943.9,0.0,3.3,2026-06-14 23:00:00
28.3,42,943.7,0.0,5.8,2026-06-15 00:00:00
27.7,43,943.3,0.0,6.9,2026-06-15 01:00:00
27.1,45,943.3,0.0,8.8,2026-06-15 02:00:00
26.8,46,943.3,0.0,8.6,2026-06-15 03:00:00
26.5,47,943.6,0.0,8.0,2026-06-15 04:00:00
26.9,50,943.8,0.0,7.4,2026-06-15 05:00:00
27.4,48,944.5,0.0,8.7,2026-06-15 06:00:00
29.2,43,945.2,0.0,7.3,2026-06-15 07:00:00
31.4,37,946.0,0.0,9.2,2026-06-15 08:00:00
33.1,34,946.7,0.0,10.2,2026-06-15 09:00:00
32.7,36,947.1,0.8,8.8,2026-06-15 10:00:00
32.4,36,946.7,0.2,13.7,2026-06-15 11:00:00
33.4,31,946.8,0.2,13.1,2026-06-15 12:00:00
33.4,31,946.9,0.3,7.5,2026-06-15 13:00:00
35.1,27,946.2,0.0,8.5,2026-06-15 14:00:00
34.8,28,945.8,0.0,11.4,2026-06-15 15:00:00
34.5,29,945.4,0.0,7.4,2026-06-15 16:00:00
30.7,44,944.9,0.0,18.0,2026-06-15 17:00:00
31.7,41,944.3,0.1,6.4,2026-06-15 18:00:00
31.7,42,944.7,0.0,10.3,2026-06-15 19:00:00
30.6,45,945.0,0.0,10.5,2026-06-15 20:00:00
29.7,46,945.8,0.0,9.4,2026-06-15 21:00:00
29.0,48,946.2,0.0,7.8,2026-06-15 22:00:00
29.5,49,945.9,0.0,6.1,2026-06-15 23:00:00
23.3,80,946.5,2.9,22.4,2026-06-16 00:00:00
23.2,84,946.7,1.1,10.3,2026-06-16 01:00:00
23.5,90,946.2,0.8,5.8,2026-06-16 02:00:00
23.1,92,945.9,0.2,7.2,2026-06-16 03:00:00
23.4,89,945.8,0.0,5.2,2026-06-16 04:00:00
25.7,61,945.6,0.0,8.4,2026-06-16 05:00:00
25.4,64,946.8,0.0,7.5,2026-06-16 06:00:00
26.1,64,947.6,0.0,13.1,2026-06-16 07:00:00
27.4,59,947.6,0.0,11.2,2026-06-16 08:00:00
29.2,51,948.4,0.0,12.9,2026-06-16 09:00:00
30.9,45,948.7,0.0,12.9,2026-06-16 10:00:00
31.6,41,949.0,0.0,13.8,2026-06-16 11:00:00
32.1,41,949.0,0.0,13.5,2026-06-16 12:00:00
33.3,38,948.8,0.0,10.2,2026-06-16 13:00:00
32.0,40,948.4,0.3,14.8,2026-06-16 14:00:00
31.9,43,947.7,0.3,9.3,2026-06-16 15:00:00
32.1,42,947.3,0.0,9.7,2026-06-16 16:00:00
32.6,42,946.0,0.0,10.2,2026-06-16 17:00:00
31.7,44,946.2,0.0,8.3,2026-06-16 18:00:00
30.5,53,946.4,0.0,4.3,2026-06-16 19:00:00
28.9,62,946.4,0.0,3.1,2026-06-16 20:00:00
28.4,65,947.2,0.0,3.9,2026-06-16 21:00:00
27.7,68,947.4,0.0,4.5,2026-06-16 22:00:00
27.5,64,947.3,0.0,6.1,2026-06-16 23:00:00
26.7,68,947.1,0.0,4.1,2026-06-17 00:00:00
26.2,70,947.1,0.0,4.8,2026-06-17 01:00:00
25.8,70,946.9,0.0,4.7,2026-06-17 02:00:00
25.6,69,946.7,0.0,4.4,2026-06-17 03:00:00
25.4,69,946.8,0.0,4.8,2026-06-17 04:00:00
25.6,69,946.6,0.0,7.1,2026-06-17 05:00:00
25.9,70,947.4,0.0,6.0,2026-06-17 06:00:00
27.4,62,948.3,0.0,6.2,2026-06-17 07:00:00
27.7,59,948.9,0.2,5.4,2026-06-17 08:00:00
26.4,66,949.2,1.3,5.9,2026-06-17 09:00:00
30.4,52,949.4,0.2,9.4,2026-06-17 10:00:00
32.9,41,949.2,0.0,5.3,2026-06-17 11:00:00
33.5,39,948.9,0.0,4.4,2026-06-17 12:00:00
34.2,38,948.2,0.1,5.0,2026-06-17 13:00:00
34.8,36,947.3,0.0,6.4,2026-06-17 14:00:00
35.0,35,946.9,0.0,6.8,2026-06-17 15:00:00
34.5,36,946.4,0.1,5.4,2026-06-17 16:00:00
33.0,39,946.0,1.0,10.3,2026-06-17 17:00:00
32.7,39,946.0,0.0,7.1,2026-06-17 18:00:00
31.6,44,946.1,0.0,6.2,2026-06-17 19:00:00
30.3,50,946.1,0.0,5.5,2026-06-17 20:00:00
29.2,54,946.4,0.0,4.7,2026-06-17 21:00:00
28.2,59,946.5,0.0,1.8,2026-06-17 22:00:00
26.7,59,947.5,0.0,2.7,2026-06-17 23:00:00
25.3,72,946.9,0.0,2.7,2026-06-18 00:00:00
24.8,78,946.4,0.0,3.6,2026-06-18 01:00:00
24.4,81,945.8,0.0,2.7,2026-06-18 02:00:00
24.4,80,945.7,0.0,3.8,2026-06-18 03:00:00
24.6,75,945.8,0.0,2.8,2026-06-18 04:00:00
25.1,74,946.1,0.0,1.5,2026-06-18 05:00:00
25.1,76,947.0,0.0,8.7,2026-06-18 06:00:00
25.6,70,947.1,0.0,8.8,2026-06-18 07:00:00
27.9,62,947.7,0.4,3.4,2026-06-18 08:00:00
30.5,47,947.9,0.1,5.7,2026-06-18 09:00:00
32.7,37,948.1,0.0,5.2,2026-06-18 10:00:00
34.1,30,948.4,0.0,5.9,2026-06-18 11:00:00
33.7,32,948.0,0.8,9.7,2026-06-18 12:00:00
33.6,33,947.9,0.1,5.8,2026-06-18 13:00:00
34.1,34,947.0,0.0,6.1,2026-06-18 14:00:00
34.0,35,946.2,0.0,7.5,2026-06-18 15:00:00
33.0,36,946.3,0.1,6.3,2026-06-18 16:00:00
35.8,25,944.7,0.1,3.8,2026-06-18 17:00:00
34.7,27,944.6,0.0,9.1,2026-06-18 18:00:00
33.1,33,944.7,0.0,8.3,2026-06-18 19:00:00
31.6,38,944.8,0.0,7.8,2026-06-18 20:00:00
30.8,42,945.3,0.0,5.9,2026-06-18 21:00:00
30.1,45,945.7,0.0,6.5,2026-06-18 22:00:00
29.7,45,945.0,0.0,4.3,2026-06-18 23:00:00
28.2,52,945.0,0.0,5.1,2026-06-19 00:00:00
27.9,54,945.2,0.0,6.0,2026-06-19 01:00:00
27.4,56,944.8,0.0,5.0,2026-06-19 02:00:00
27.1,57,944.9,0.0,5.4,2026-06-19 03:00:00
26.8,58,945.0,0.0,3.8,2026-06-19 04:00:00
27.1,56,945.1,0.0,3.4,2026-06-19 05:00:00
26.1,61,946.0,0.0,8.7,2026-06-19 06:00:00
24.4,66,946.3,0.1,5.3,2026-06-19 07:00:00
27.4,56,946.8,0.2,12.1,2026-06-19 08:00:00
30.0,45,947.6,0.0,7.1,2026-06-19 09:00:00
31.6,40,947.8,0.0,1.3,2026-06-19 10:00:00
33.5,34,947.5,0.0,5.8,2026-06-19 11:00:00
34.8,30,947.7,0.0,7.1,2026-06-19 12:00:00
34.5,28,948.1,0.0,7.3,2026-06-19 13:00:00
31.8,38,947.7,0.4,17.1,2026-06-19 14:00:00
31.1,44,948.2,0.5,6.3,2026-06-19 15:00:00
30.9,44,947.4,0.4,6.5,2026-06-19 16:00:00
31.3,42,946.9,0.0,9.5,2026-06-19 17:00:00
30.5,46,946.8,0.0,5.8,2026-06-19 18:00:00
29.2,56,946.9,0.0,3.1,2026-06-19 19:00:00
27.6,64,946.8,0.0,4.4,2026-06-19 20:00:00
27.1,65,947.1,0.0,4.0,2026-06-19 21:00:00
26.8,67,947.3,0.0,3.2,2026-06-19 22:00:00
25.7,70,947.4,0.0,2.0,2026-06-19 23:00:00
24.9,76,946.9,0.0,2.5,2026-06-20 00:00:00
24.6,76,946.5,0.0,4.1,2026-06-20 01:00:00
24.1,76,946.4,0.0,4.0,2026-06-20 02:00:00
23.7,76,945.9,0.0,3.6,2026-06-20 03:00:00
23.4,77,945.8,0.0,3.1,2026-06-20 04:00:00
24.2,65,945.8,0.0,3.2,2026-06-20 05:00:00
24.4,66,946.2,0.0,2.7,2026-06-20 06:00:00
27.0,55,947.1,0.0,1.9,2026-06-20 07:00:00
29.2,47,947.7,0.0,2.3,2026-06-20 08:00:00
31.5,40,948.0,0.0,2.3,2026-06-20 09:00:00
33.3,34,948.1,0.0,4.2,2026-06-20 10:00:00
34.1,29,948.3,0.0,5.0,2026-06-20 11:00:00
34.2,29,948.0,0.0,4.8,2026-06-20 12:00:00
34.7,29,947.6,0.0,5.0,2026-06-20 13:00:00
34.9,29,947.2,0.0,4.9,2026-06-20 14:00:00
34.7,30,946.6,0.0,6.4,2026-06-20 15:00:00
34.6,30,946.2,0.0,6.3,2026-06-20 16:00:00
35.4,27,945.7,0.0,5.9,2026-06-20 17:00:00
34.7,26,945.5,0.0,8.7,2026-06-20 18:00:00
32.6,33,945.5,0.0,8.1,2026-06-20 19:00:00
30.5,43,945.4,0.0,4.4,2026-06-20 20:00:00
28.8,51,945.7,0.0,5.8,2026-06-20 21:00:00
28.4,51,945.7,0.0,7.4,2026-06-20 22:00:00
29.3,40,946.0,0.0,4.0,2026-06-20 23:00:00
27.7,47,945.4,0.2,6.0,2026-06-21 00:00:00
23.1,75,945.3,1.3,12.7,2026-06-21 01:00:00
21.9,84,945.1,1.5,17.8,2026-06-21 02:00:00
22.2,84,944.4,1.0,8.8,2026-06-21 03:00:00
21.8,96,944.6,0.4,1.0,2026-06-21 04:00:00
22.6,77,944.6,0.0,7.1,2026-06-21 05:00:00
23.6,75,944.9,0.0,2.3,2026-06-21 06:00:00
26.9,58,945.7,0.0,3.4,2026-06-21 07:00:00
30.0,41,946.4,0.0,1.6,2026-06-21 08:00:00
32.1,34,946.4,0.0,1.5,2026-06-21 09:00:00
34.1,29,946.2,0.0,0.7,2026-06-21 10:00:00
35.1,26,946.2,0.0,5.7,2026-06-21 11:00:00
34.8,26,945.9,0.0,9.3,2026-06-21 12:00:00
35.4,26,945.6,0.0,9.0,2026-06-21 13:00:00
35.7,25,945.0,0.0,5.5,2026-06-21 14:00:00
35.4,25,944.5,0.0,7.4,2026-06-21 15:00:00
35.3,25,944.3,0.0,7.7,2026-06-21 16:00:00
30.1,54,943.2,0.0,7.1,2026-06-21 17:00:00
31.1,49,944.0,0.0,4.8,2026-06-21 18:00:00
29.6,54,944.0,0.0,4.6,2026-06-21 19:00:00
28.2,66,943.9,0.0,4.4,2026-06-21 20:00:00
27.4,73,944.3,0.0,3.5,2026-06-21 21:00:00
26.5,78,944.4,0.0,2.3,2026-06-21 22:00:00
26.9,71,944.1,0.0,1.9,2026-06-21 23:00:00
26.2,67,944.3,0.0,4.4,2026-06-22 00:00:00
26.2,56,944.3,0.0,7.5,2026-06-22 01:00:00
22.9,77,944.8,2.1,13.6,2026-06-22 02:00:00
21.0,88,945.2,2.0,12.5,2026-06-22 03:00:00
21.6,84,944.9,1.8,14.1,2026-06-22 04:00:00
21.7,84,945.1,0.3,13.1,2026-06-22 05:00:00
21.7,84,945.1,0.7,10.9,2026-06-22 06:00:00
23.3,78,945.6,0.1,8.8,2026-06-22 07:00:00
26.1,66,946.4,0.0,3.6,2026-06-22 08:00:00
29.0,49,947.3,0.0,1.5,2026-06-22 09:00:00
30.8,40,947.5,0.0,2.4,2026-06-22 10:00:00
30.3,43,948.1,0.0,8.1,2026-06-22 11:00:00
27.9,55,948.4,0.3,17.7,2026-06-22 12:00:00
29.0,50,947.8,0.1,14.0,2026-06-22 13:00:00
29.7,47,947.0,0.0,11.5,2026-06-22 14:00:00
30.5,44,946.8,0.0,7.8,2026-06-22 15:00:00
30.7,42,946.1,0.0,5.5,2026-06-22 16:00:00
31.6,38,944.9,0.0,8.9,2026-06-22 17:00:00
30.9,44,944.8,0.0,4.7,2026-06-22 18:00:00
29.0,53,944.7,0.0,6.3,2026-06-22 19:00:00
27.6,57,944.9,0.0,7.8,2026-06-22 20:00:00
26.8,59,945.2,0.0,8.0,2026-06-22 21:00:00
25.8,64,945.0,0.0,5.6,2026-06-22 22:00:00
26.0,64,944.5,0.0,4.0,2026-06-22 23:00:00
25.2,70,944.3,0.0,4.6,2026-06-23 00:00:00
24.7,73,944.0,0.0,4.6,2026-06-23 01:00:00
24.8,73,943.8,0.0,3.8,2026-06-23 02:00:00
24.6,74,943.7,0.0,2.0,2026-06-23 03:00:00
24.6,73,943.8,0.0,0.5,2026-06-23 04:00:00
24.8,68,944.0,0.0,0.6,2026-06-23 05:00:00
24.8,69,944.0,0.0,1.2,2026-06-23 06:00:00
